Transaction_Amount,Transaction_Time,Sender_Age,Receiver_New_Account,Location_Risk_Score,Device_Change,Transaction_Frequency,Fraud
18919044.328610867,11.0,45.0,1,0,0,16.0,1
16816660.116653558,6.0,43.0,0,1,1,12.0,1
29493589.28817825,12.0,37.0,1,1,0,12.0,0
26481166.93743734,15.0,45.0,1,0,0,13.0,1
20380327.444002613,11.0,54.0,0,0,0,15.0,0
18897892.82128682,12.0,53.0,0,0,0,15.0,0
27994809.396938886,8.0,58.0,0,1,0,14.0,0
17672890.830478802,11.0,48.0,1,0,0,10.0,0
33453396.777953923,11.0,64.0,0,1,1,23.0,1
27388398.777608328,8.0,43.0,1,1,0,15.0,0
25814617.05982102,13.0,55.0,0,1,0,12.0,0
26842366.960915115,11.0,33.0,1,1,0,7.0,0
22606503.7074143,12.0,40.0,1,1,0,10.0,0
39366119.428450435,6.0,40.0,1,1,0,12.0,0
40647727.09532154,10.0,37.0,1,1,0,10.0,0
31089071.611360915,12.0,40.0,1,1,0,7.0,0
17161888.693690594,13.0,43.0,1,1,0,10.0,0
28274564.081660893,13.0,42.0,1,1,0,7.0,0
40724887.19616628,14.0,51.0,0,1,1,13.0,0
19349688.094355974,9.0,55.0,0,1,1,14.0,1
27841602.233662874,4.0,47.0,0,0,1,17.0,1
33639843.85406606,11.0,41.0,1,1,0,13.0,0
12882046.247745093,12.0,42.0,1,1,0,12.0,0
27979609.1100491,12.0,43.0,1,1,0,14.0,0
18180200.680462886,13.0,47.0,1,1,0,11.0,0
28047230.76931953,12.0,43.0,1,1,0,13.0,0
15575533.022717156,11.0,58.0,1,0,0,10.0,0
31965118.25936407,13.0,47.0,1,1,0,13.0,0
24731486.913226224,11.0,39.0,1,1,0,8.0,0
22610615.102115422,6.0,28.0,1,1,0,14.0,0
24864749.315786235,14.0,54.0,0,1,0,14.0,0
35109216.1368391,13.0,47.0,1,0,0,11.0,0
25921358.952326056,13.0,37.0,1,1,0,8.0,0
30913383.251205765,12.0,39.0,1,0,0,14.0,1
29398648.940219086,15.0,45.0,1,1,1,9.0,1
26714218.44379296,13.0,51.0,0,1,0,16.0,0
33429986.64480235,11.0,47.0,0,1,0,16.0,0
21829585.716194414,17.0,49.0,1,0,0,6.0,0
19511039.11600113,15.0,58.0,0,0,0,16.0,0
16702581.169549875,9.0,41.0,1,1,0,9.0,0
17997688.718911726,15.0,56.0,0,1,1,14.0,0
13872790.733733565,16.0,52.0,1,0,0,10.0,0
30248498.08890674,10.0,30.0,1,1,0,10.0,0
31757459.51418123,6.0,43.0,0,1,1,12.0,1
22656492.394788776,8.0,57.0,0,0,0,14.0,0
36788171.47150276,12.0,46.0,1,1,0,12.0,0
17368548.278868288,13.0,40.0,1,0,0,14.0,1
23346030.789444014,13.0,45.0,1,1,0,13.0,0
23795264.934797157,13.0,46.0,1,1,0,6.0,0
18441104.2707684,11.0,51.0,1,0,0,14.0,0
35221454.870179325,12.0,50.0,1,0,0,11.0,0
33570454.78011097,15.0,54.0,0,1,0,16.0,0
37009494.15897581,5.0,30.0,1,0,0,15.0,1
37657887.003250726,7.0,67.0,0,1,0,15.0,0
15321363.452791119,8.0,67.0,0,0,0,15.0,0
38599521.37732135,15.0,70.0,0,0,1,18.0,0
19175527.644124195,12.0,41.0,1,1,0,12.0,0
27849524.54621624,10.0,49.0,0,1,0,16.0,0
35032480.089331985,16.0,53.0,0,1,1,19.0,0
31460508.92136766,18.0,48.0,0,1,1,15.0,0
17615945.775789097,13.0,43.0,1,1,0,8.0,0
21465662.89219529,11.0,41.0,1,1,0,7.0,0
17848804.48265942,13.0,45.0,1,1,0,10.0,0
15006783.200919997,15.0,43.0,1,1,0,7.0,0
26478861.18265868,15.0,45.0,1,0,0,11.0,0
21721542.544436254,9.0,46.0,1,0,0,14.0,0
28302473.091870647,4.0,31.0,1,1,0,13.0,0
27468679.653210588,18.0,51.0,0,1,1,13.0,0
26093750.795252334,14.0,36.0,1,1,0,14.0,0
30926787.30987502,15.0,41.0,1,1,0,10.0,0
40182304.70260111,12.0,47.0,0,1,0,15.0,0
27854808.325198416,13.0,49.0,0,0,0,19.0,1
16286398.485999312,14.0,50.0,0,1,0,12.0,0
21559654.730117943,12.0,39.0,1,1,0,10.0,0
29626300.808451034,7.0,39.0,1,1,0,10.0,0
15468659.582643077,10.0,38.0,1,1,0,11.0,0
22384104.059073515,14.0,40.0,1,1,0,15.0,0
34512152.83368329,6.0,54.0,1,0,0,14.0,0
18454506.056544177,11.0,49.0,0,1,0,17.0,0
28139475.48063017,11.0,52.0,0,0,0,13.0,0
23456072.160641406,9.0,45.0,0,1,1,16.0,1
33791980.65911408,14.0,57.0,0,1,1,13.0,0
25638146.63603741,10.0,63.0,0,1,0,16.0,0
14422092.308608955,12.0,73.0,0,1,0,17.0,1
20825745.769605536,12.0,36.0,1,1,0,5.0,0
24191436.23869566,15.0,45.0,0,1,0,13.0,0
33224415.578063894,12.0,32.0,1,1,0,13.0,0
22384069.66285089,6.0,57.0,0,1,1,16.0,1
29665337.35173961,7.0,34.0,1,1,0,8.0,0
21792095.12422144,16.0,43.0,0,1,0,15.0,0
30576999.379355755,14.0,59.0,0,1,1,11.0,0
33124003.170813233,11.0,42.0,1,1,0,13.0,0
38505258.28977409,7.0,52.0,0,1,0,13.0,0
27289869.334568143,13.0,47.0,1,1,0,9.0,0
18507691.391437728,14.0,42.0,1,1,0,7.0,0
22762868.65119422,7.0,58.0,0,1,1,12.0,1
25109229.344067372,14.0,45.0,1,1,0,14.0,0
31459399.68565839,14.0,39.0,1,1,0,6.0,0
26647998.3870682,12.0,37.0,1,1,0,11.0,0
28975629.71558017,10.0,41.0,1,0,0,19.0,1
30494016.76202204,10.0,49.0,0,0,0,23.0,1
20969226.32066873,15.0,43.0,1,1,0,7.0,0
23016533.795489125,14.0,42.0,1,1,0,10.0,0
41837759.10687901,15.0,38.0,1,0,0,15.0,0
32083032.405182272,11.0,60.0,0,1,1,16.0,0
27494070.120954815,17.0,54.0,0,0,1,12.0,0
27540424.490179695,17.0,49.0,0,0,0,15.0,0
22895168.255692746,14.0,40.0,1,1,1,9.0,0
25205533.96237734,11.0,51.0,0,1,0,13.0,0
23788961.84273792,13.0,38.0,1,0,0,13.0,0
29328685.220327783,11.0,44.0,1,1,0,8.0,0
25449990.207791053,7.0,39.0,1,1,0,12.0,0
30305360.775999356,13.0,46.0,0,1,0,12.0,0
28371313.856430747,12.0,59.0,0,1,0,14.0,1
27827179.98551899,11.0,57.0,0,1,0,12.0,0
30488919.189341795,14.0,40.0,1,1,0,10.0,0
20898826.785761558,11.0,53.0,0,0,0,15.0,0
30649730.466404587,6.0,35.0,1,1,0,13.0,0
26778110.92422487,11.0,37.0,1,1,1,14.0,0
34360095.95185808,14.0,44.0,1,1,0,17.0,0
30527846.184756555,5.0,63.0,0,0,0,14.0,0
26663626.88132457,10.0,56.0,0,1,1,18.0,1
28764584.640639227,14.0,46.0,1,0,0,7.0,0
24816063.214559343,14.0,42.0,1,0,0,16.0,0
25043212.30051642,10.0,55.0,0,0,0,16.0,0
32395921.266984127,14.0,60.0,0,0,0,15.0,0
23696397.43125483,12.0,42.0,0,1,1,13.0,0
39897080.426048,18.0,57.0,1,0,0,10.0,0
36480315.1593757,13.0,50.0,1,1,0,9.0,0
30731924.25589538,5.0,31.0,1,1,1,8.0,1
31537724.035199415,12.0,54.0,0,1,0,17.0,0
24220746.38369512,5.0,33.0,1,0,1,10.0,1
29710579.769875456,11.0,57.0,0,0,0,12.0,0
20258502.833352294,11.0,52.0,1,0,0,8.0,0
38540920.843679145,9.0,31.0,1,1,0,12.0,0
29392013.767436597,11.0,44.0,1,1,0,11.0,0
27944550.84457125,13.0,43.0,1,1,0,16.0,0
24653233.602543276,16.0,50.0,0,0,0,15.0,0
21193780.919910714,13.0,51.0,1,0,0,11.0,0
19255824.02113707,10.0,52.0,0,1,0,15.0,0
31806354.986205444,18.0,40.0,1,1,0,14.0,0
25564766.778129637,14.0,64.0,0,1,1,13.0,0
31479355.713740557,12.0,41.0,1,0,0,9.0,0
40962539.732608184,12.0,38.0,1,1,0,12.0,0
30823251.309991937,13.0,44.0,1,1,0,12.0,0
34871692.398088716,8.0,41.0,1,0,0,18.0,1
28005874.687600985,14.0,45.0,1,0,0,14.0,0
19558628.132489152,6.0,64.0,0,1,0,15.0,0
29969026.860113535,14.0,34.0,1,1,0,10.0,0
40633593.32625766,10.0,50.0,0,1,0,12.0,0
12418781.060671985,13.0,44.0,1,1,0,7.0,0
35950383.187869936,13.0,35.0,1,1,0,8.0,1
29085538.816366035,6.0,57.0,0,0,0,13.0,0
31078844.911693014,14.0,56.0,0,1,0,17.0,0
39929669.814598754,14.0,47.0,1,1,0,9.0,0
20323549.08136001,12.0,51.0,0,1,0,14.0,0
42784174.93545806,16.0,35.0,1,1,0,11.0,0
33485267.964235403,12.0,43.0,1,0,0,8.0,0
27195806.801817432,18.0,49.0,0,1,1,13.0,0
21463663.97625703,8.0,32.0,1,1,0,8.0,0
33538308.108094547,11.0,41.0,1,0,0,16.0,1
37148230.48213214,13.0,64.0,0,1,0,16.0,1
18077119.854742367,4.0,49.0,1,0,1,8.0,1
20816687.145752933,18.0,54.0,0,1,1,14.0,0
21093758.27756093,11.0,34.0,1,1,0,12.0,0
29574322.502451375,11.0,66.0,0,1,0,16.0,0
30239471.958035246,13.0,55.0,0,0,1,18.0,1
38376731.553991735,15.0,52.0,1,0,0,9.0,0
25955573.308864474,14.0,42.0,1,1,0,17.0,0
28924945.452300705,17.0,63.0,0,1,1,13.0,0
27113475.914255746,13.0,40.0,1,1,0,7.0,0
27045558.550111167,12.0,46.0,1,1,0,10.0,0
39874320.14130684,12.0,39.0,1,1,0,8.0,0
25224054.61146939,10.0,39.0,1,1,0,13.0,0
19753360.948874142,11.0,43.0,1,0,0,20.0,1
31296377.08399321,6.0,54.0,0,1,1,15.0,1
34622602.4262402,16.0,50.0,1,0,0,7.0,0
30042087.12478369,6.0,60.0,0,0,0,15.0,0
24722616.5537357,6.0,30.0,1,1,0,11.0,0
34986899.14227079,18.0,55.0,1,0,0,7.0,0
22887117.351676367,9.0,53.0,0,1,0,14.0,0
33919505.44783657,11.0,57.0,0,1,1,18.0,1
27431886.8444193,15.0,50.0,1,0,0,11.0,0
26320776.357894056,18.0,50.0,1,0,0,5.0,0
31413258.971456215,10.0,38.0,1,1,0,10.0,0
20417881.80738248,15.0,50.0,0,1,0,14.0,0
33890428.82447735,7.0,59.0,0,0,1,15.0,1
30235996.058482043,13.0,48.0,0,1,0,11.0,0
30574034.760618284,21.0,49.0,0,0,1,13.0,0
25648691.98032193,13.0,37.0,1,1,0,5.0,0
36147633.11509679,16.0,36.0,1,1,0,13.0,0
35756088.2795318,8.0,37.0,0,1,1,15.0,0
30563379.70561474,13.0,39.0,1,1,0,12.0,0
30729170.576763213,9.0,45.0,1,0,1,13.0,1
37124948.306020156,14.0,52.0,1,0,0,12.0,0
27712676.762912195,19.0,49.0,0,1,1,11.0,0
33263216.047326725,16.0,58.0,0,1,0,17.0,0
33154028.11215513,15.0,48.0,1,1,0,9.0,0
28035159.99268088,16.0,53.0,0,1,0,11.0,0
28004058.11523836,14.0,45.0,1,0,0,15.0,1
15595009.517833866,13.0,43.0,1,1,0,11.0,0
26703363.315111354,7.0,39.0,1,1,0,16.0,0
26938278.129067615,12.0,51.0,1,0,0,12.0,0
19770665.936312295,7.0,62.0,0,1,0,13.0,0
25625721.455852512,17.0,49.0,1,0,0,5.0,0
22385404.1405073,15.0,51.0,0,1,1,16.0,0
28712537.007661518,14.0,52.0,1,0,0,13.0,0
24137438.399494283,15.0,46.0,0,0,0,16.0,0
22800168.865229055,11.0,54.0,0,1,0,16.0,0
31993728.746046565,12.0,52.0,1,0,0,12.0,0
20377781.95451463,6.0,39.0,0,1,0,17.0,0
25815045.89340819,12.0,42.0,1,0,0,15.0,1
39299341.62171916,16.0,60.0,0,1,1,16.0,0
25900539.17191485,13.0,41.0,1,1,0,13.0,1
27641134.764745217,16.0,51.0,0,1,0,12.0,0
31517581.597271785,12.0,68.0,0,1,0,17.0,1
28757916.106508214,12.0,49.0,1,0,0,11.0,0
28222117.589743342,8.0,59.0,0,0,0,13.0,0
30546106.2458669,16.0,34.0,1,1,0,9.0,0
18192546.36685727,0.0,43.0,1,1,1,7.0,1
28709290.596547607,13.0,49.0,1,0,0,15.0,0
32590925.733434565,7.0,50.0,0,1,1,20.0,1
29665794.461107906,12.0,52.0,0,1,0,13.0,0
31589790.537654914,13.0,49.0,1,1,0,10.0,0
34334890.012638085,8.0,37.0,1,1,0,16.0,0
27821092.765829246,15.0,52.0,1,0,0,13.0,0
21998516.27828646,11.0,69.0,0,0,1,15.0,0
19928985.987360083,15.0,49.0,0,1,0,18.0,0
27301153.482245997,14.0,60.0,0,0,0,23.0,1
29251652.792449478,10.0,43.0,1,0,0,17.0,0
16508848.839941463,12.0,47.0,1,0,0,8.0,0
26289600.833227046,15.0,48.0,0,0,0,16.0,1
27902208.792162355,19.0,61.0,1,0,0,5.0,0
28449977.029291708,15.0,60.0,0,0,1,15.0,0
19121723.402657412,13.0,38.0,1,1,0,6.0,0
33156891.506672416,11.0,42.0,1,1,0,12.0,0
22643805.450943686,10.0,35.0,1,1,0,12.0,0
28951015.439828027,12.0,47.0,1,1,0,11.0,0
21989376.553868085,10.0,39.0,0,1,1,15.0,0
32922035.90018699,8.0,61.0,0,0,0,13.0,0
21687701.390178505,11.0,44.0,1,1,0,14.0,0
29036032.698158912,12.0,42.0,1,0,0,10.0,0
22720427.64058043,10.0,59.0,0,1,1,12.0,0
34127380.534640975,6.0,57.0,0,1,0,12.0,0
27932020.68154898,8.0,36.0,1,1,0,7.0,0
8452000.778241172,11.0,60.0,0,1,1,13.0,0
26869865.48635303,10.0,43.0,1,1,0,13.0,0
14885659.43126334,12.0,51.0,0,1,0,15.0,0
37041569.91739346,7.0,69.0,0,0,0,14.0,0
13582753.560490329,15.0,56.0,0,0,1,12.0,0
18855081.14874337,19.0,44.0,0,1,0,16.0,0
21942080.938518982,16.0,45.0,1,0,0,8.0,0
33861411.028154895,16.0,44.0,1,0,0,19.0,0
40682137.21203918,15.0,58.0,0,1,1,14.0,0
26553315.672653355,12.0,53.0,0,0,0,17.0,0
18314930.880037755,20.0,51.0,1,1,0,5.0,0
30104999.142345533,7.0,60.0,0,1,1,15.0,1
28288228.7566669,13.0,52.0,1,0,0,12.0,0
15500040.345416546,12.0,53.0,0,1,1,13.0,0
26072509.74199296,12.0,41.0,1,1,0,7.0,0
19045802.935687453,10.0,59.0,0,0,1,14.0,0
33464838.849228766,17.0,52.0,0,1,0,16.0,0
28930466.329778958,14.0,49.0,0,1,1,14.0,0
22904097.488152463,12.0,63.0,0,1,0,17.0,0
29000454.22718751,11.0,39.0,1,1,0,12.0,0
23605691.70678621,14.0,42.0,1,1,0,18.0,0
28706607.47380644,10.0,56.0,0,0,0,15.0,0
31190952.248142384,16.0,40.0,1,1,0,13.0,0
27386764.701799236,15.0,59.0,0,1,0,17.0,0
29162204.208463434,10.0,64.0,0,1,0,14.0,0
23521919.808272455,7.0,46.0,1,0,0,14.0,0
24549901.379464876,12.0,46.0,1,0,0,11.0,0
14886585.83157969,15.0,60.0,0,1,0,19.0,0
19297170.513379723,12.0,30.0,1,1,0,10.0,0
28922770.4957612,10.0,38.0,1,1,0,11.0,0
15651801.113231985,11.0,67.0,0,0,0,15.0,0
41482323.51424495,13.0,29.0,1,1,1,8.0,0
22447640.376501363,8.0,62.0,0,0,0,15.0,0
34636474.77465332,14.0,49.0,0,0,0,15.0,0
33204677.88953519,12.0,42.0,0,1,0,16.0,0
32551482.097141594,16.0,56.0,0,1,1,14.0,0
29164825.744900372,12.0,34.0,0,1,1,15.0,1
13204788.245049363,9.0,45.0,1,0,0,12.0,0
9222177.399288712,12.0,41.0,1,1,0,9.0,0
26050674.33094773,17.0,50.0,1,0,0,6.0,0
19911065.913651533,15.0,41.0,1,1,0,6.0,0
20531896.310394336,12.0,36.0,1,1,0,10.0,0
27101662.22532202,11.0,39.0,1,1,0,8.0,0
23849450.457318906,9.0,42.0,1,1,0,13.0,1
29554475.012796603,8.0,37.0,1,1,0,10.0,0
20881653.33708263,13.0,60.0,0,1,0,17.0,0
27182357.107212987,13.0,46.0,1,0,0,10.0,0
33851290.95439894,10.0,56.0,0,1,0,13.0,0
31674346.78621166,12.0,34.0,1,1,0,7.0,0
30368526.361177966,12.0,39.0,1,1,0,16.0,0
33830242.18582495,10.0,56.0,0,0,0,14.0,0
29865421.241682492,18.0,56.0,1,0,0,7.0,0
28782741.39656325,12.0,38.0,1,1,0,9.0,0
36759752.987302564,8.0,58.0,0,1,1,14.0,1
24994045.30606222,13.0,47.0,1,0,0,9.0,0
29722661.57086068,13.0,53.0,0,1,1,16.0,1
44933184.4929973,9.0,69.0,0,1,0,14.0,0
25322909.810302593,15.0,66.0,0,1,1,22.0,1
26810653.071130995,16.0,61.0,0,1,1,16.0,0
28081378.817619354,19.0,23.0,1,1,0,15.0,0
25327908.707936514,12.0,53.0,0,0,0,14.0,0
26655953.108873636,15.0,40.0,1,1,0,12.0,0
23381930.794680383,11.0,50.0,0,0,1,16.0,1
28084441.857655276,16.0,51.0,0,1,1,14.0,0
26958214.063400432,11.0,57.0,0,1,0,13.0,0
30058859.744268343,13.0,46.0,0,1,0,17.0,0
27992488.193229053,10.0,39.0,1,1,0,12.0,0
35244409.42388735,10.0,31.0,1,1,0,13.0,0
25552298.644589104,12.0,40.0,1,1,0,11.0,0
31455536.587125715,14.0,44.0,1,1,0,7.0,0
31297656.252225615,12.0,48.0,1,0,0,15.0,1
22919388.273477037,9.0,69.0,0,1,0,14.0,0
29858018.136662334,7.0,31.0,1,1,0,11.0,0
21418137.12163154,15.0,45.0,1,1,0,13.0,0
14419019.469552627,10.0,51.0,0,0,0,14.0,0
50000000.0,17.0,52.0,0,1,0,10.0,0
28151861.558863383,12.0,56.0,0,1,0,14.0,0
20163890.994133767,11.0,48.0,1,0,0,14.0,0
29298474.97640402,14.0,60.0,0,1,0,15.0,0
20035771.696693536,9.0,35.0,1,1,0,12.0,0
26756947.39123746,15.0,38.0,1,0,0,13.0,0
39258633.72530712,15.0,54.0,0,0,0,15.0,0
25390274.340471998,13.0,52.0,0,1,0,10.0,0
29688210.879617568,14.0,48.0,1,0,0,7.0,0
31912967.603254393,12.0,53.0,1,0,0,12.0,0
26457472.099738218,15.0,48.0,0,1,0,16.0,0
13909530.80516322,13.0,60.0,0,1,0,15.0,0
26650717.994466413,9.0,69.0,0,0,0,17.0,0
22268625.196157508,13.0,49.0,1,1,0,11.0,0
24191399.778739672,5.0,44.0,0,0,1,14.0,1
25369485.911155205,15.0,52.0,1,0,0,3.0,1
30079324.681992527,13.0,28.0,1,1,0,8.0,0
33403076.912834328,11.0,33.0,1,1,0,12.0,0
34424480.50470785,13.0,50.0,1,1,0,9.0,0
35124460.848511174,8.0,54.0,0,1,0,16.0,0
18178508.784033965,16.0,51.0,0,1,0,19.0,0
27706237.599456254,15.0,48.0,1,1,0,11.0,0
7594189.3008632725,9.0,47.0,1,0,0,10.0,0
30338462.167830992,13.0,44.0,1,1,0,11.0,0
19483001.4619896,12.0,43.0,1,1,0,9.0,0
24232821.10163602,14.0,45.0,1,1,0,12.0,0
25732931.38938165,8.0,51.0,0,1,1,15.0,1
32071492.724661008,18.0,39.0,1,1,0,14.0,0
29862083.581005767,10.0,51.0,0,1,0,17.0,0
18271422.333762437,16.0,47.0,0,1,0,16.0,0
31462272.596734468,8.0,48.0,1,1,0,14.0,0
24212150.886331543,11.0,51.0,0,1,0,12.0,0
25857001.923035584,10.0,37.0,1,1,0,10.0,0
25852788.193890333,15.0,45.0,0,1,0,14.0,0
32093657.59952588,15.0,48.0,1,1,0,11.0,0
27771260.61248513,8.0,49.0,1,0,0,18.0,0
29359643.43862211,15.0,45.0,1,1,0,10.0,0
28506350.304767765,14.0,43.0,1,1,0,6.0,0
25528420.880976427,8.0,31.0,1,1,0,11.0,0
31198698.72670338,13.0,45.0,1,0,0,7.0,0
32533620.30536986,9.0,32.0,1,1,0,12.0,0
39562015.25709674,7.0,45.0,0,1,1,14.0,1
23150200.506456174,12.0,42.0,1,1,0,13.0,0
22928938.746298514,11.0,56.0,0,0,0,13.0,0
31398672.3583542,16.0,55.0,1,0,0,9.0,0
18418870.03399614,9.0,35.0,1,1,0,13.0,0
31319485.554901794,5.0,49.0,1,0,0,15.0,0
27801455.724347956,10.0,52.0,0,1,0,17.0,0
26113937.514950532,14.0,65.0,0,1,1,15.0,0
35149717.0071016,14.0,48.0,1,0,0,10.0,0
24091122.25327279,12.0,47.0,1,1,0,7.0,0
38743275.62242435,12.0,59.0,0,1,1,12.0,0
28474170.62692507,8.0,46.0,1,1,0,14.0,0
32862906.148530137,15.0,38.0,1,1,0,11.0,0
17339108.72390938,15.0,56.0,1,0,0,8.0,0
27375287.53976883,12.0,50.0,0,0,0,12.0,0
28725231.61295195,13.0,40.0,1,1,0,16.0,0
35404117.87157559,12.0,60.0,0,0,0,15.0,0
25852929.867745884,15.0,43.0,1,1,0,8.0,0
26217253.12565453,13.0,49.0,0,1,1,14.0,0
25577181.170996208,11.0,48.0,1,0,0,10.0,0
15117918.832042094,5.0,54.0,0,0,0,17.0,0
34194480.123139575,16.0,54.0,0,1,0,15.0,0
26329022.482071314,6.0,45.0,0,0,1,13.0,1
34305242.54884981,10.0,38.0,1,1,0,11.0,0
33953590.28709532,10.0,26.0,1,1,0,9.0,0
30628880.599451605,12.0,47.0,1,1,0,8.0,0
29126814.562928036,12.0,49.0,0,1,0,16.0,0
29675929.206606295,7.0,40.0,0,1,1,16.0,1
28565630.508438714,11.0,39.0,1,1,0,12.0,0
29745923.220606554,12.0,43.0,1,1,0,7.0,0
31406209.866316207,11.0,60.0,0,0,0,14.0,0
22018478.26980447,11.0,47.0,0,1,0,15.0,0
28814176.398471516,11.0,57.0,0,1,0,15.0,0
24933978.604042333,11.0,46.0,1,0,0,11.0,0
37990745.867228195,15.0,70.0,0,1,1,17.0,0
10971330.924558949,10.0,44.0,1,1,0,10.0,0
16201342.41575867,4.0,52.0,0,1,1,9.0,1
31007060.6732257,11.0,49.0,1,0,0,15.0,0
20112148.71610987,9.0,38.0,1,1,0,10.0,0
19058245.446228314,11.0,41.0,1,0,0,10.0,0
34412004.04846833,12.0,61.0,0,1,1,16.0,1
26462723.503960185,6.0,63.0,0,1,0,12.0,0
23386183.465908032,13.0,58.0,1,0,0,10.0,0
33434886.093365144,10.0,48.0,1,0,0,9.0,0
35180243.94177102,10.0,53.0,0,1,0,17.0,1
23263873.84384785,7.0,45.0,0,0,1,16.0,1
26070962.62666679,11.0,33.0,1,1,1,13.0,0
29860814.312657155,5.0,48.0,0,1,1,12.0,1
22684222.918383468,15.0,47.0,1,0,0,13.0,1
25597999.447624505,12.0,36.0,1,1,0,12.0,0
33121435.606563013,8.0,49.0,1,1,0,15.0,0
22147670.26880181,15.0,43.0,1,0,0,14.0,0
28616136.543495137,17.0,55.0,0,0,0,11.0,0
25371860.192949098,12.0,40.0,1,1,0,5.0,0
23864707.897560205,13.0,46.0,1,0,0,12.0,0
20441228.128813904,10.0,42.0,1,1,0,14.0,1
20078841.98830919,15.0,41.0,1,0,0,16.0,0
29963689.22406213,15.0,41.0,0,1,0,19.0,0
25458163.251682676,7.0,62.0,0,1,0,17.0,0
22958288.67682848,10.0,36.0,1,1,0,9.0,0
40494981.977444254,9.0,40.0,1,1,0,13.0,0
18547882.119219087,9.0,45.0,1,1,0,14.0,0
12384221.782948954,14.0,49.0,1,0,0,5.0,0
18893679.722951714,18.0,50.0,1,1,0,9.0,0
28118401.883069374,17.0,62.0,0,1,1,14.0,0
30312155.192212526,14.0,47.0,1,0,0,13.0,1
26602326.7757714,9.0,43.0,1,0,0,19.0,1
27574541.71260128,17.0,47.0,1,0,0,7.0,0
32058668.43682385,11.0,49.0,1,0,0,15.0,0
35373186.15958992,6.0,65.0,0,1,0,18.0,0
34748165.10960065,8.0,35.0,1,1,0,13.0,0
23196476.032279313,10.0,35.0,1,1,0,8.0,0
30182174.186447565,13.0,35.0,1,1,0,9.0,0
24359006.031879008,14.0,49.0,1,0,0,14.0,0
32671662.726969186,14.0,49.0,1,0,0,10.0,0
19512908.165576085,10.0,37.0,1,1,0,10.0,0
31118241.768569734,15.0,38.0,1,1,0,9.0,0
32022664.444705926,14.0,56.0,0,1,1,14.0,0
20520594.41576752,11.0,38.0,1,1,0,6.0,0
27942519.137543555,7.0,48.0,1,0,0,16.0,0
39335728.26911231,14.0,51.0,0,0,0,17.0,1
22511379.856338974,10.0,36.0,1,1,0,10.0,0
17111747.494233638,14.0,42.0,1,1,0,9.0,0
37328166.56529284,16.0,40.0,1,1,0,7.0,0
26335859.042467505,13.0,41.0,1,1,0,12.0,0
29280492.069938883,8.0,33.0,1,1,0,15.0,0
31530815.89227707,19.0,62.0,0,0,0,17.0,1
28255453.05393411,14.0,50.0,1,0,0,6.0,0
26930616.604226913,12.0,77.0,0,1,1,16.0,0
25949297.721820902,18.0,43.0,0,1,0,17.0,0
27043905.09474194,7.0,70.0,0,1,0,18.0,0
27574863.453764718,14.0,47.0,1,0,0,11.0,0
28974599.757203963,11.0,50.0,1,0,0,16.0,0
24958801.449557107,17.0,61.0,1,0,0,7.0,0
19246794.480023406,14.0,41.0,1,1,0,7.0,0
16503845.61171228,8.0,48.0,0,1,1,15.0,1
24810438.38181918,8.0,52.0,1,0,0,19.0,0
27535980.631755777,13.0,51.0,1,0,0,5.0,0
27334411.42938843,23.0,58.0,1,0,0,3.0,0
25640201.074554805,13.0,57.0,0,1,0,17.0,0
35012719.741302796,17.0,57.0,0,1,0,18.0,0
29261293.693565663,12.0,64.0,0,0,0,15.0,0
17089637.8787246,20.0,58.0,1,0,0,6.0,0
20276657.545363735,13.0,48.0,0,1,0,13.0,0
27074502.122631084,8.0,57.0,0,1,1,16.0,1
25569127.24338363,14.0,53.0,1,0,0,10.0,0
19958628.34546069,10.0,80.0,0,1,1,14.0,0
17332338.347054068,14.0,49.0,1,1,0,10.0,0
38321395.10881907,16.0,46.0,1,0,0,8.0,0
17957754.334640153,14.0,65.0,0,0,1,14.0,0
35174363.21516537,17.0,33.0,1,1,0,14.0,0
24807562.17567008,15.0,57.0,0,1,0,18.0,0
22869277.862801764,6.0,53.0,1,1,0,12.0,0
23378976.413454104,5.0,39.0,1,1,1,9.0,1
31011302.4365198,15.0,57.0,0,0,0,15.0,0
25120528.147720113,11.0,40.0,1,0,0,19.0,1
22127783.76920462,7.0,34.0,1,1,0,14.0,0
36048144.560240515,15.0,43.0,1,1,0,14.0,0
30707101.4574903,8.0,34.0,1,1,0,14.0,0
18206563.424788233,13.0,37.0,1,1,0,11.0,0
35137898.946204476,9.0,48.0,0,1,1,14.0,1
23525114.33975393,14.0,51.0,0,1,0,11.0,0
21398641.807641987,15.0,49.0,0,1,0,17.0,0
26307129.597708825,9.0,68.0,0,1,0,16.0,0
34946963.83424939,9.0,36.0,1,1,0,10.0,0
30345589.655747417,14.0,44.0,1,1,1,11.0,0
28479446.951029483,7.0,63.0,0,1,1,17.0,1
24554304.81048278,12.0,42.0,1,1,0,10.0,0
23919130.72985312,11.0,45.0,1,1,0,12.0,0
35586280.04506994,16.0,45.0,0,0,1,15.0,0
19247496.263369087,18.0,50.0,0,1,0,16.0,0
30269496.82901854,11.0,46.0,0,1,0,17.0,0
27900221.57443735,12.0,42.0,1,0,0,17.0,1
20945502.21548425,18.0,42.0,1,1,0,14.0,0
27919871.79065866,6.0,55.0,0,1,0,15.0,0
21454521.30469212,9.0,43.0,1,1,0,10.0,0
